feature_0,feature_1,feature_2,target
0.4967141530112327,-0.13826430117118466,0.6476885381006925,2.873320746455634
1.5230298564080254,-0.23415337472333597,-0.23413695694918055,3.2898133071709426
1.5792128155073915,0.7674347291529088,-0.4694743859349521,0.7207239964531144
0.5425600435859647,-0.46341769281246226,-0.46572975357025687,1.3572370296841372
0.24196227156603412,-1.913280244657798,-1.7249178325130328,1.3060601389498074
-0.5622875292409727,-1.0128311203344238,0.3142473325952739,2.4654732167370277
-0.9080240755212111,-1.4123037013352917,1.465648768921554,4.555074693894383
-0.22577630048653566,0.06752820468792384,-1.4247481862134568,-2.2748222023037004
-0.5443827245251827,0.11092258970986608,-1.1509935774223028,-2.3107684174343377
0.37569801834567196,-0.600638689918805,-0.2916937497932768,1.6782529397245922
-0.6017066122293969,1.8522781845089378,-0.013497224737933914,-3.30597634373465
-1.0577109289559,0.822544912103189,-1.2208436499710222,-4.544498681260229
0.2088635950047554,-1.9596701238797756,-1.3281860488984305,2.314725644183618
0.19686123586912352,0.7384665799954104,0.1713682811899705,0.02079654962124311
-0.11564828238824053,-0.3011036955892888,-1.4785219903674274,-1.4412467299934701
-0.7198442083947086,-0.4606387709597875,1.0571222262189157,2.309703485510906
0.3436182895684614,-1.763040155362734,0.324083969394795,4.894757698045225
-0.38508228041631654,-0.6769220003059587,0.6116762888408679,2.477836013117684
1.030999522495951,0.9312801191161986,-0.8392175232226385,-0.6561331103253782
-0.3092123758512146,0.33126343140356396,0.9755451271223592,1.4972117755699994
-0.47917423784528995,-0.18565897666381712,-1.1063349740060282,-1.390396308706626
-1.1962066240806708,0.812525822394198,1.356240028570823,-0.34967057819462904
-0.07201012158033385,1.0035328978920242,0.36163602504763415,-0.8015283018806505
-0.6451197546051243,0.36139560550841393,1.5380365664659692,1.690692685824792
-0.03582603910995153,1.564643655814006,-2.6197451040897444,-6.810074092866566
0.8219025043752238,0.08704706823817134,-0.29900735046586785,1.4057086367402363
0.0917607765355023,-1.9875689146008928,-0.21967188783751193,3.846551278157112
0.3571125715117464,1.477894044741516,-0.5182702182736474,-2.179195201476667
-0.8084936028931876,-0.5017570435845365,0.9154021177020741,1.9475609317472122
0.32875110965968446,-0.5297602037670388,0.5132674331133561,2.9812422413062736
0.09707754934804039,0.9686449905328892,-0.7020530938773524,-2.3345442240540315
-0.3276621465977682,-0.39210815313215763,-1.4635149481321186,-1.8886680433635967
0.29612027706457605,0.26105527217988933,0.0051134566424609,0.7770350197291496
-0.23458713337514742,-1.4153707420504142,-0.42064532276535904,2.212477357793701
-0.3427145165267695,-0.8022772692216189,-0.16128571166600914,1.1646173556193142
0.4040508568145384,1.8861859012105302,0.17457781283183896,-2.0798417550810737
0.257550390722764,-0.0744459157661671,-1.9187712152990415,-2.1824700797239958
-0.026513875449216878,0.06023020994102644,2.463242112485286,5.061046179589913
-0.19236096478112252,0.30154734233361247,-0.03471176970524331,-0.2688740208165217
-1.168678037619532,1.1428228145150205,0.7519330326867741,-2.116976764522885
0.7910319470430469,-0.9093874547947389,1.4027943109360992,5.955529457487231
-1.4018510627922809,0.5868570938002703,2.1904556258099785,1.2418476359741162
-0.9905363251306883,-0.5662977296027719,0.09965136508764122,-0.00860841918002736
